area,perimetro,aspect_ratio,extent,circularidad,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,media_r,std_r,percentil_25_r,percentil_75_r,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,haralick_13,color_predominante_r,color_predominante_g,color_predominante_b,num_ojos,etiqueta,nombre_imagen
141194.0,1692.9890184402466,0.5311004784688995,0.6762456236140447,0.619038733380764,0.7056113193833864,1.9344324180981445,3.1936591274497355,3.9204133523087865,7.493588912148084,4.93190911327334,-8.028408501073676,58.03372132348797,20.609558648447468,44.0,72.0,69.07063440617777,24.696951760469034,52.0,86.0,78.64647567780847,27.04089912943121,60.0,97.0,17.442886534017248,15.99581930573912,14.0,17.0,66.61122541006708,15.426094051385196,59.0,76.0,78.67991516825433,27.013103083364083,60.0,97.0,75.67409531593484,27.569068722803244,57.0,95.0,130.06466659151118,1.0325452375561281,129.0,131.0,136.08136519925597,3.869157806049554,133.0,139.0,55.067446705332245,0.8848533349467691,0.8553724723258198,0.7171266397316175,0.9767834653123537,0.5142708668579143,55.06744670533324,0.9767834653123484,1185.8516075100852,0.8553724723258272,39.848533860541835,4688.338983335008,3.0018072256318984,3.604275790096356,0.00387257197669248,1.2312674862562023,-0.6739765045123751,0.9869889958146478,119.6,112.0,102.2,1,1 (1),1 (1).jpg
132267.5,1630.9473880529404,0.5296052631578947,0.6756063051650867,0.6248605487335334,0.7048467079011504,1.9288991348531734,3.195742446211743,3.9187140202079993,7.491977660613409,4.927705477866276,-8.0282060332274,58.92276685667875,20.982732601447385,44.0,73.0,70.91691608885948,25.180344014233054,53.0,89.0,81.11970761201438,27.653085935890243,62.0,100.0,17.82595093777731,16.740582412118272,15.0,17.0,69.7906282431152,15.760309897454627,63.0,79.0,81.15099944350024,27.63067121196535,62.0,100.0,77.80936874877796,28.03968944799303,58.0,98.0,130.1605125814069,1.0170683011664852,129.0,131.0,136.7142900115812,3.992106559353768,134.0,139.0,55.93976938944499,0.9335193082769311,0.8481321571380617,0.7271236622306085,0.9770541412314863,0.528709059050089,55.939769389442546,0.9770541412314798,1218.8409858887667,0.8481321571380314,39.48429063438063,4819.424174165622,2.9215225808164202,3.559840393557463,0.0038141852278752945,1.2826480757718108,-0.6554043145184637,0.9841991705701414,135.8,129.6,121.8,1,1 (2),1 (2).jpg
128017.5,1623.148399591446,0.519134775374376,0.682716306156406,0.6106083656224864,0.6992984598528248,1.9001657807755867,3.135597188710901,3.8377840127092826,7.340955375930884,4.83268735165822,-7.87752954178406,59.220294741421505,21.530283037003233,44.0,74.0,71.0060905976399,25.54189213902139,53.0,90.0,81.06541177567334,27.90513054866109,62.0,101.0,17.51696278054427,15.298728696839746,15.0,17.0,69.220356890377,14.741921291015116,63.0,78.0,81.09597352454496,27.87820341987313,62.0,101.0,77.85904616890532,28.354538752807088,58.0,99.0,130.12721114330773,1.022071464225478,129.0,131.0,136.57194906893096,3.7838522182328465,134.0,139.0,64.59177715080493,1.0133998455346505,0.8382846833218371,0.6885345110757253,0.9758282136737887,0.4740801529088237,64.59177715080526,0.9758282136737815,1335.9639411664443,0.8382846833218356,45.108614995159385,5279.2639875149725,3.2640240450821496,3.938891083712878,0.0036433253936380174,1.335489889210908,-0.6654221971170571,0.9900063336947937,119.6,111.2,101.4,1,1 (3),1 (3).jpg
146324.0,1693.3321642875671,1.8529411764705883,0.6831185807656396,0.6412702807847823,0.7136291673305355,1.969772046997918,3.331962368215361,4.09939571311178,7.82830732139673,5.126421512906477,-8.376715067532388,60.101258678489586,23.23191148833158,39.0,79.0,75.4942370069156,27.61627724182513,51.0,100.0,87.80079423904691,30.35516929443188,60.0,115.0,17.731937521674975,13.93691708148886,15.0,18.0,82.04419994696006,17.470024823114123,73.0,92.0,87.81599902080117,30.357643974708726,60.0,115.0,83.07001951597658,30.430144870983423,56.0,110.0,130.52324577210507,1.0421824360723626,130.0,131.0,139.02343277188066,4.187529804318536,136.0,142.0,65.38828579195678,1.1397770050751657,0.8136383563154326,0.6726709131573306,0.9791929916446096,0.4524865158686977,65.38828579195828,0.9791929916445985,1571.1634538041285,0.8136383563154981,50.52682600718566,6219.265529424556,3.395022386639604,4.1868547503827545,0.0033879153665390994,1.5020651797551587,-0.6342589476026502,0.9895302507011513,142.2,134.2,124.2,1,1 (4),1 (4).jpg
139652.5,1666.8052521944046,1.891238670694864,0.673979035356119,0.6316679735850349,0.6922878303194755,1.8552199289831797,3.138292305925544,3.7982349125226547,7.2857081411406535,4.780979758966912,7.791089717800995,59.095455873029444,24.984889454799394,37.0,80.0,71.90283446954317,29.407712342237748,46.0,97.0,82.45930659144175,31.851246451122247,55.0,110.0,20.071128872552162,24.116702653339658,15.0,18.0,74.2628740766069,16.791008421291476,66.0,83.0,82.46610247971563,31.856400431633734,55.0,110.0,78.64628612541762,32.61142856126163,50.0,107.0,130.16563731042393,1.1910408415916256,129.0,131.0,137.2473019468724,3.866457226988456,135.0,140.0,69.48005350508728,1.2203167390199834,0.8026819348979126,0.6584280822590188,0.9770613771889252,0.4335279776180299,69.48005350508772,0.9770613771889255,1514.3230399580984,0.8026819348979213,50.107710771592096,5987.8121063273065,3.565011646387919,4.41786363444548,0.0033134337278313522,1.571127067215643,-0.6280661878439131,0.9910621994597963,138.0,130.8,122.2,1,1 (5),1 (5).jpg
164917.0,1851.2144119739532,0.5152838427947598,0.6781182411039565,0.6047304603883517,0.6884504519152134,1.8426682679477961,3.0603473309126756,3.6953854129564916,7.087702808717961,4.657121946524973,7.659299140986321,57.52114698800997,15.122389393100237,49.0,64.0,68.55841444355272,17.423142007176992,59.0,76.0,80.06924288412452,19.118808468363934,69.0,88.0,17.916552518992766,20.819499373110308,14.0,17.0,72.21620072290175,16.67833550796781,64.0,83.0,80.11099981293862,19.09036761375224,69.0,88.0,76.0750055816704,19.26309432891425,65.0,85.0,130.94346522166774,1.5512698294163731,130.0,132.0,136.47612553629293,3.3330666210137654,135.0,138.0,62.729227401817916,1.1226872978743394,0.8063011155868918,0.6568638333153636,0.97455339299261,0.4314704685039248,62.72922740182203,0.9745533929926129,1232.4777490993315,0.8063011155869493,48.42700819992951,4867.181768995504,3.326673342190025,4.138406116855539,0.003344023508661525,1.5228974330304736,-0.6140073035784943,0.986968433182005,136.6,129.0,121.4,1,1 (6),1 (6).jpg
141321.0,1655.6753108501434,0.5409309791332263,0.673114202837805,0.6478377043614555,0.6977932879928246,1.8500163869329285,3.5291849824151655,4.360708948119175,8.347155414107695,5.426637451551068,-8.625514281476402,77.00461144200848,21.516943010220075,61.0,91.0,81.11491291062956,22.53044025429376,65.0,96.0,82.80902293752376,24.298182609317482,64.0,100.0,38.85617229192188,35.58472397224713,18.0,42.0,22.259317929004915,16.611603279437922,11.0,28.0,83.84542868809756,24.03458808290569,66.0,101.0,87.5666582182233,24.815078961730492,70.0,105.0,127.85391937368873,1.3227837758904903,127.0,129.0,130.6145679325251,3.40918960903497,129.0,132.0,61.546975331633305,1.0832285492555669,0.8239466995647761,0.7037580374471704,0.979805125154857,0.49527565463739814,61.54697533163747,0.9798051251548577,1523.6952496120482,0.8239466995648285,47.89758493712763,6033.234023116556,3.083125875931061,3.8350332106979526,0.0034897659382848935,1.4396308870319905,-0.6236229955038322,0.9842015721202175,134.6,134.2,132.4,1,1 (7),1 (7).jpg
167654.5,1592.545369029045,0.6614853195164075,0.7560279946067091,0.8306947232620445,0.7580937158370151,2.3105085348881973,4.189082042383877,5.593292198238516,9.92064974330931,7.129195781169002,-9.89988886587084,65.69758102841935,27.63347820680602,41.0,86.0,80.60247956468017,31.49592814880665,52.0,106.0,89.82065630643476,34.31454100863684,58.0,118.0,18.791345879669233,4.23586482399761,17.0,21.0,70.94437315844502,15.27609174908956,63.0,79.0,89.82080481893357,34.31482838185653,58.0,118.0,87.58194325634446,34.484239927963955,56.0,116.0,129.1016003706872,1.2690365121658296,128.0,130.0,138.13294244843647,3.100725155321954,136.0,140.0,63.50979619093337,1.027893789628751,0.8109863964422661,0.6229569640955936,0.9836787077758492,0.38807572747772245,63.509796190936626,0.9836787077758478,1945.4772143151113,0.8109863964422823,61.40927723341122,7718.399061069509,3.892218707703075,4.661632420170555,0.003195598266233043,1.4562607613908969,-0.6726678836818389,0.9954804705098538,128.0,120.0,107.6,1,1 (8),1 (8).jpg
179484.5,1682.8052520751953,1.610079575596817,0.7843265352496733,0.7964694017008427,0.7438795980484886,2.1668963854100833,4.377496726551562,5.651068431141412,9.917735250503211,6.782103056469313,-9.976108378470807,58.28441507277257,23.565321354748743,39.0,73.0,73.03559558093208,27.20022559207138,50.0,92.0,82.86141860736105,29.756006952912198,58.0,104.0,18.359346128876535,8.871253285758154,17.0,19.0,77.5143020436247,19.19479349331546,66.0,91.0,82.86306660230053,29.758438028639368,58.0,104.0,79.79215842946637,29.827922460192557,54.0,101.0,129.50149540281546,1.2458696585892322,129.0,130.0,138.31522203541246,3.799803736191369,136.0,141.0,60.182595984290174,1.0765858772703223,0.803069431382355,0.6276367630558909,0.9808165821887479,0.39392824839072393,60.182595984293634,0.9808165821887511,1568.4968023715503,0.8030694313824255,55.182862009294325,6213.804613501907,3.7643426743594857,4.59022796226504,0.003231487616355641,1.5265873175323612,-0.6463832594128097,0.9936455523520987,141.4,134.6,124.8,1,1 (9),1 (9).jpg
183826.5,1671.5159310102463,0.6666666666666666,0.758341377688671,0.826793287690726,0.7583594761130562,2.314322485233837,4.3372038782665765,5.882533746603821,-9.999311681348878,-7.803245273481527,9.957920628309983,63.85273510525888,26.618617890524956,40.0,84.0,81.05804546316617,31.522379497849126,52.0,108.0,93.42551681161777,34.96327341913004,61.0,124.0,17.364583163997942,2.792819987565247,16.0,18.0,82.87055731664364,15.605503327993778,76.0,92.0,93.42585277303638,34.96384803262161,61.0,124.0,88.76011812836977,34.650517661566816,58.0,119.0,130.14647917852014,1.087323290590375,129.0,131.0,139.94133138258962,3.844911143917513,137.0,143.0,61.39580556318289,1.1942528080454025,0.7897754351807158,0.6331484006760738,0.9843702893836597,0.4008771825681074,61.395805563182535,0.984370289383657,1963.940619761114,0.7897754351806965,60.58999036006135,7794.366673481274,3.8243403965140224,4.730199725698087,0.0030816483711042057,1.6333818972745684,-0.6309357673283207,0.9934552364962781,144.6,136.6,125.6,1,1 (10),1 (10).jpg
